Brand,Model,Processor,RAM,Storage Capacity,Display Size,OS,GPU,Weight,Warranty,Price,
Lenovo,IdeaPad 320-15ISK,Intel Core i3 6006U 2GHz,8GB,256GB SSD,"15.6""",No OS,Nvidia GeForce 920MX ,2.2,2,145708.00,
HP,15-AY023na (N3710/8GB/2TB/W10),Intel Pentium Quad Core N3710 1.6GHz,8GB,2TB HDD,"15.6""",Windows,Intel HD Graphics 405,2.04,2,113588.00,
Dell,Inspiron 5770,Intel Core i5 8250U 1.6GHz,8GB,128GB SSD +  1TB HDD,"17.3""",Windows,AMD Radeon 530,2.8,2,316820.00,
Lenovo,Legion Y520-15IKBN,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD +  1TB HDD,"15.6""",No OS,Nvidia GeForce GTX 1050,2.4,2,236228.00,
Dell,Inspiron 5567,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,"15.6""",Windows,AMD Radeon R7 M445,2.33,2,262508.00,
HP,Elitebook 1040,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,"14.0""",Windows,Intel HD Graphics 620,1.36,2,511000.00,
Asus,ZenBook Flip,Intel Core i7 7500U 2.7GHz,12GB,512GB SSD +  2TB HDD,"15.6""",Windows,Nvidia GeForce GT 940MX,2.26,2,320908.00,
Acer,Aspire 3,AMD A9-Series 9420 3GHz,4GB,128GB SSD,"15.6""",Windows,AMD Radeon R5,2.1,2,124392.00,
Asus,Rog Strix,AMD Ryzen 1700 3GHz,16GB,256GB SSD +  1TB HDD,"17.3""",Windows,AMD Radeon RX 580,3.25,2,642108.00,
Lenovo,IdeaPad 110-17ACL,AMD A8-Series 7410 2.2GHz,4GB,128GB SSD,"17.3""",Windows,AMD Radeon R5,2.6,2,142788.00,
Dell,Inspiron 5379,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,"13.3""",Windows,Intel UHD Graphics 620,1.62,2,253748.00,
HP,15-bw003nv (A9-Series-9420/4GB/256GB/FHD/W10),AMD A9-Series 9420 3GHz,4GB,256GB SSD,"15.6""",Windows,AMD Radeon R5,1.91,2,142496.00,
Lenovo,Yoga 11e,Intel Celeron Quad Core N3450 1.1GHz,4GB,128GB SSD,"11.6""",Windows,Intel HD Graphics 500,1.59,2,161476.00,
Dell,Inspiron 3552,Intel Celeron Dual Core N3060 1.60GHz,4GB,500GB HDD,"15.6""",Windows,Intel HD Graphics 400,1.8,2,90228.00,
Asus,VivoBook E403NA,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,"14.0""",Windows,Intel HD Graphics 500,1.5,2,83512.00,
Acer,Aspire 7,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,"15.6""",Linux,Nvidia GeForce GTX 1050,2.4,2,247032.00,
HP,Omen 17-w212nv,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,"17.3""",Windows,Nvidia GeForce GTX 1050,3.35,2,347772.00,
Lenovo,V310-15ISK (i3-6006U/4GB/128GB/FHD/No,Intel Core i3 6006U 2GHz,4GB,128GB SSD,"15.6""",No OS,Intel HD Graphics 520,1.85,1,117676.00,
Asus,ROG Strix,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,"15.6""",Windows,Nvidia GeForce GTX 1060,2.3,1,483260.00,
Lenovo,IdeaPad 720S-14IKB,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,"14.0""",Windows,Nvidia GeForce 940MX,1.5,1,320908.00,
Asus,Zenbook Flip,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,"13.3""",Windows,Intel HD Graphics 620,1.1,1,510416.00,
Lenovo,Thinkpad X1,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,"14.0""",Windows,Intel HD Graphics 620,1.13,2,666344.00,
Lenovo,Ideapad 510S-13IKB,Intel Core i3 7100U 2.4GHz,4GB,128GB SSD,"13.3""",Windows,Intel HD Graphics 620,1.5,2,160308.00,
Dell,Precision 3510,Intel Core i5 6440HQ 2.6GHz,8GB,500GB HDD,"15.6""",Windows,AMD FirePro W5130M,2.23,2,399748.00,
Dell,Precision 5520,Intel Core i7 6820HQ 2.7GHz,8GB,256GB SSD,"15.6""",Windows,Nvidia Quadro M1200,2,2,623420.00,
Lenovo,ThinkPad X1,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,"14.0""",Windows,Intel HD Graphics 620,1.42,2,732628.00,
Asus,Rog GL753VD-GC042T,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,"17.3""",Windows,Nvidia GeForce GTX 1050,3,2,303388.00,
Asus,Rog GL753VE-GC070T,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,"17.3""",Windows,Nvidia GeForce GTX 1050 Ti,3,2,464572.00,
Acer,Aspire 5,Intel Core i5 8250U 1.6GHz,12GB,1TB HDD,"15.6""",Windows,Nvidia GeForce MX130,2.2,2,202356.00,
MSI,Leopard GP72M,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,"17.3""",Windows,Nvidia GeForce GTX 1050 Ti,2.7,2,393908.00,
Dell,Inspiron 5567,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,"15.6""",Linux,AMD Radeon R7 M445,2.33,3,227176.00,
HP,15-BW004nv (A9-9420/4GB/256GB/Radeon,AMD A9-Series 9420 3GHz,4GB,256GB SSD,"15.6""",Windows,AMD Radeon 520,1.91,2,145708.00,
Lenovo,ThinkPad E580,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,"15.6""",Windows,AMD Radeon RX 550,2.1,2,358868.00,
Lenovo,ThinkPad L470,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,"14.0""",Windows,Intel HD Graphics 620,1.9,2,273896.00,
Dell,Precision M5520,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,"15.6""",Windows,Nvidia Quadro M1200,1.78,2,791904.00,
Lenovo,Thinkpad X1,Intel Core i7 7500U 2.7GHz,16GB,1TB SSD,"14.0""",Windows,Intel HD Graphics 620,1.13,2,766500.00,
Lenovo,IdeaPad 320-15IAP,Intel Celeron Dual Core N3350 1.1GHz,4GB,1TB HDD,"15.6""",Windows,Intel HD Graphics 500,2.2,2,89352.00,
Asus,FX753VD-GC461T (i7-7700HQ/16GB/1TB,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,"17.3""",Windows,Nvidia GeForce GTX 1050,2.9,0,446468.00,
Lenovo,ThinkPad E580,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD +  1TB HDD,"15.6""",Windows,AMD Radeon RX 550,2.1,2,334048.00,
Acer,Aspire 7,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,"15.6""",Linux,Nvidia GeForce GTX 1050,2.5,3,256668.00,
MSI,GE73VR 7RF,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,"17.3""",Windows,Nvidia GeForce GTX 1070,2.8,1,656708.00,
Asus,Zenbook 3,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,"14.0""",Windows,Intel HD Graphics 620,1.1,2,546916.00,
Toshiba,Portege Z30-C-16P,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD,"13.3""",Windows,Intel HD Graphics 520,1.2,3,510124.00,
Dell,Latitude 7480,Intel Core i7 7600U 2.8GHz,8GB,512GB SSD,"14.0""",Windows,Intel HD Graphics,1.36,2,490560.00,
Lenovo,IdeaPad 320-15ISK,Intel Core i3 6006U 2GHz,4GB,500GB HDD,"15.6""",Windows,Intel HD Graphics 520,2.2,3,119428.00,
Lenovo,Lenovo IdeaPad,Intel Celeron Dual Core N3350 1.1GHz,2GB,32GB Flash Storage,"11.6""",Windows,Intel HD Graphics 500,1.15,2,88768.00,
Lenovo,ThinkPad P51,Intel Core i7 7700HQ 2.8GHz,8GB,512GB SSD,"15.6""",Windows,Nvidia Quadro M1200,2.67,2,562100.00,
Lenovo,Thinkpad T470p,Intel Core i7 7700HQ 2.8GHz,8GB,512GB SSD,"14.0""",Windows,Nvidia GeForce GT 940MX,1.7,2,567356.00,
HP,15-BS028nv (i3-6006U/4GB/1TB/Radeon,Intel Core i3 6006U 2GHz,4GB,1TB HDD,"15.6""",Windows,AMD Radeon 520,2.1,2,136948.00,
Acer,Aspire R7,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,"13.3""",Windows,Intel HD Graphics 520,1.6,2,230388.00,
Asus,ZenBook Flip,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,"13.3""",Windows,Intel HD Graphics 620,1.27,2,270976.00,
Dell,Inspiron 3567,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,"15.6""",Linux,AMD Radeon R5 M430,2.3,1,174616.00,
Dell,Latitude 3380,Intel Core i3 6006U 2GHz,4GB,128GB SSD,"13.3""",Windows,Intel HD Graphics 520,1.65,1,201188.00,
HP,EliteBook 1040,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,"14.0""",Windows,Intel HD Graphics 520,1.43,1,438000.00,
Dell,Inspiron 3567,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,"15.6""",Windows,Intel HD Graphics 620,2.14,1,157388.00,
Lenovo,ThinkPad E480,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,"14.0""",Windows,AMD Radeon RX 550,1.75,3,354780.00,
Lenovo,Yoga 720-15IKB,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,"15.6""",Windows,Nvidia GeForce GTX 1050,2,2,554508.00,
Chuwi,LapBook 12.3,Intel Celeron Quad Core N3450 1.1GHz,6GB,64GB Flash Storage,"12.3""",Windows,Intel HD Graphics 500,1.4,1,131108.00,
HP,ProBook 650,Intel Core i7 7820HQ 2.9GHz,8GB,256GB SSD,"15.6""",Windows,Intel HD Graphics 630,2.31,1,416684.00,
Asus,X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce,Intel Core i3 7100U 2.4GHz,8GB,1TB HDD,"15.6""",Linux,Nvidia GeForce 940MX,2.3,1,174324.00,
Dell,Alienware 17,Intel Core i7 7820HK 2.9GHz,16GB,256GB SSD +  1TB HDD,"17.3""",Windows,Nvidia GeForce GTX 1070,4.42,2,817308.00,
Dell,Inspiron 7577,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,"15.6""",Windows,Nvidia GeForce GTX 1050 Ti,2.62,3,338428.00,
Dell,Inspiron 5570,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD +  2TB HDD,"15.6""",Windows,AMD Radeon 530,2.02,3,333464.00,
Dell,Latitude 5480,Intel Core i7 7600U 2.8GHz,8GB,256GB SSD,"14.0""",Linux,Intel HD Graphics 620,1.6,3,320908.00,
HP,Omen 17-w207nv,Intel Core i7 7700HQ 2.8GHz,12GB,256GB SSD +  1TB HDD,"17.3""",Windows,Nvidia GeForce GTX 1070,3.35,3,583708.00,
Mediacom,FlexBook Edge,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB SSD,"11.6""",Windows,Intel HD Graphics 500,1.16,2,87308.00,
Samsung,Chromebook 3,Intel Celeron Dual Core N3060 1.6GHz,4GB,16GB Flash Storage,"11.6""",Chrome OS,Intel HD Graphics 400,1.15,3,78548.00,
Lenovo,Thinkpad 13,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,"13.3""",Windows,Intel HD Graphics 620,1.4,1,294920.00,
Lenovo,IdeaPad 320s-14IKB,Intel Core i3 7130U 2.7GHz,4GB,128GB SSD,"14.0""",Windows,Intel HD Graphics 620,1.7,2,174908.00,
Lenovo,Thinkpad T570,Intel Core i7 7600U 2.8GHz,16GB,512GB SSD,"15.6""",Windows,Nvidia GeForce 940MX,2.3,2,713940.00,
Lenovo,Thinkpad P51,Intel Core i7 7820HQ 2.9GHz,16GB,512GB SSD,"15.6""",Windows,Nvidia Quadro M2200M,2.5,2,715108.00,
Asus,Rog Strix,AMD Ryzen 1600 3.2GHz,8GB,256GB SSD +  1TB HDD,"17.3""",Windows,AMD Radeon RX 580,3.2,2,494940.00,
HP,15-ra044nv (N3060/4GB/500GB/W10),Intel Celeron Dual Core N3060 1.6GHz,4GB,500GB HDD,"15.6""",Windows,Intel HD Graphics 400,2.1,2,101324.00,
Google,Pixelbook (Core,Intel Core i7 7Y75 1.3GHz,16GB,512GB SSD,"12.3""",Chrome OS,Intel HD Graphics 615,1.1,2,642108.00,
Lenovo,ThinkPad T470s,Intel Core i7 7500U 2.7GHz,24GB,512GB SSD,"14.0""",Windows,Intel HD Graphics 620,1.32,2,695544.00,
Asus,VivoBook Max,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,"15.6""",Linux,Intel HD Graphics 620,2,2,163228.00,
Lenovo,IdeaPad 320-15AST,AMD A6-Series 9220 2.5GHz,8GB,1TB HDD,"17.3""",Windows,AMD Radeon R4,2.8,2,151548.00,
Dell,Inspiron 5570,Intel Core i5 8250U 1.6GHz,4GB,256GB SSD,"15.6""",Windows,AMD Radeon 530,2.2,2,218708.00,
Lenovo,ThinkPad X270,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,"12.5""",Windows,Intel HD Graphics 620,1.36,2,417268.00,
Lenovo,IdeaPad 320-15IAP,Intel Pentium Quad Core N4200 1.1GHz,4GB,128GB SSD,"15.6""",Windows,Intel HD Graphics 505,2.2,3,101908.00,
HP,Omen 15-AX205na,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,"15.6""",Windows,Nvidia GeForce GTX 1050,2.2,2,320908.00,
Dell,Latitude 5480,Intel Core i5 7440HQ 2.8GHz,8GB,256GB SSD,"14.0""",Windows,Nvidia GeForce 930MX,1.64,2,344268.00,
Acer,Aspire ES1-572,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,"15.6""",Linux,Intel HD Graphics 620,2.4,2,128772.00,
Dell,Precision 3520,Intel Xeon E3-1505M V6 3GHz,8GB,64GB Flash Storage +  1TB HDD,"15.6""",Windows,Nvidia Quadro M620,2.23,2,581956.00,
MSI,GV62 7RD-1686NL,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,"15.6""",Windows,Nvidia GeForce GTX 1050,2.2,2,299884.00,
Microsoft,Surface Laptop,Intel Core i7 7660U 2.5GHz,16GB,512GB SSD,"13.5""",Windows,Intel Iris Plus Graphics 640,1.25,2,755988.00,
HP,15-bs024nv (i5-7200U/8GB/128GB/W10),Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,"15.6""",Windows,Intel HD Graphics 620,1.91,2,171988.00,
Dell,Precision 3520,Intel Core i7 6820HQ 2.7GHz,16GB,256GB SSD,"15.6""",Windows,Nvidia Quadro M620,2.17,3,576700.00,
HP,ProBook 650,Intel Core i7 7820HQ 2.9GHz,8GB,512GB SSD,"15.6""",Windows,Intel HD Graphics 620,2.31,2,447928.00,
Lenovo,ThinkPad T470,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,"14.0""",Windows,Intel HD Graphics 620,1.65,2,392740.00,
Dell,Inspiron 5570,Intel Core i7 8550U 1.8GHz,8GB,128GB SSD +  1TB HDD,"15.6""",Windows,AMD Radeon 530,2.36,2,285868.00,
Dell,Inspiron 3168,Intel Pentium Quad Core N3710 1.6GHz,4GB,500GB HDD,"11.6""",Windows,Intel HD Graphics 405,1.47,2,139868.00,
Dell,Alienware 17,Intel Core i7 7700HQ 2.7GHz,8GB,1TB HDD,"17.3""",Windows,Nvidia GeForce GTX 1060,4.42,2,597432.00,
Microsoft,Surface Laptop,Intel Core M m3-7Y30 2.2GHz,4GB,128GB SSD,"13.5""",Windows,Intel HD Graphics 615,1.25,2,288788.00,
Microsoft,Surface Laptop,Intel Core i7 7660U 2.5GHz,8GB,256GB SSD,"13.5""",Windows,Intel Iris Plus Graphics 640,1.25,2,525308.00,
HP,17-BS092ND (i3-6006U/8GB/256GB/W10),Intel Core i3 6006U 2GHz,8GB,256GB SSD,"17.3""",Windows,Intel HD Graphics 520,2.5,3,186588.00,
Acer,Aspire E5-576G,Intel Core i3 6006U 2GHz,4GB,1TB HDD,"15.6""",Windows,Nvidia GeForce 940MX,2.23,2,158848.00,
Acer,TravelMate B,Intel Celeron Dual Core N3060 1.6GHz,4GB,128GB SSD,"11.6""",Windows,Intel HD Graphics 400,1.4,2,127020.00,
Asus,Pro P2540UA-AB51,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,"15.6""",Windows,Intel HD Graphics 620,2.37,2,218708.00,
Lenovo,IdeaPad 510s-14IKB,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,"14.0""",No OS,AMD Radeon R7 M460,1.5,2,233308.00,
Lenovo,Thinkpad P51,Intel Core i7 7820HQ 2.9GHz,8GB,256GB SSD,"15.6""",Windows,Nvidia Quadro M2200M,2.67,2,610280.00,
Asus,X541NA-PD1003Y (N4200/4GB/500GB/W10),Intel Pentium Quad Core N4200 1.1GHz,4GB,500GB HDD,"15.6""",Windows,Intel HD Graphics 500,2,2,88768.00,
Acer,Aspire 5,Intel Core i3 6006U 2GHz,4GB,500GB HDD,"15.6""",Windows,Nvidia GeForce GTX 940MX,2.2,2,136948.00,
Dell,Inspiron 5570,Intel Core i5 8250U 1.6GHz,8GB,2TB HDD,"15.6""",Windows,AMD Radeon 530,2.02,2,221628.00,
HP,Omen 17-an006nv,Intel Core i7 7700HQ 2.8GHz,12GB,1TB HDD,"17.3""",Windows,Nvidia GeForce GTX 1060,3.78,2,496108.00,
Lenovo,Thinkpad T460s,Intel Core i7 6600U 2.6GHz,12GB,256GB SSD,"14.0""",Windows,Intel HD Graphics 520,1.4,2,542536.00,
HP,Spectre x360,Intel Core i7 8550U 1.8GHz,8GB,512GB SSD,"13.3""",Windows,Intel UHD Graphics 620,1.29,3,583708.00,
HP,ZBook 15u,Intel Core i5 7200U 2.5GHz,8GB,500GB HDD,"15.6""",Windows,AMD FirePro W4190M ,1.9,2,336968.00,
Google,Pixelbook (Core,Intel Core i5 7Y57 1.2GHz,8GB,128GB SSD,"12.3""",Chrome OS,Intel HD Graphics 615,1.1,2,372300.00,
Dell,Latitude 7390,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,"13.3""",Windows,Intel UHD Graphics 620,1.42,2,537572.00,
Asus,ZenBook Pro,Intel Core i7 6700HQ 2.6GHz,12GB,128GB SSD +  1TB HDD,"15.6""",Windows,Intel HD Graphics 530,2.06,2,379308.00,
Dell,Latitude E5470,Intel Core i3 6100U 2.3GHz,8GB,128GB SSD,"14.0""",Windows,Intel HD Graphics 520,1.79,2,216080.00,
Dell,Precision M5520,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,"15.6""",Windows,Nvidia Quadro M1200,1.78,2,703136.00,
Lenovo,Thinkpad T470,Intel Core i5 7200U 2.5GHz,8GB,1GB SSD,"14.0""",Windows,Intel HD Graphics 620,1.7,2,398288.00,
Dell,Inspiron 3576,Intel Core i5 8250U 1.6GHz,8GB,1TB HDD,"15.6""",Windows,AMD Radeon 520,2.2,2,197100.00,
Toshiba,Portege X30-D-10J,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,"13.3""",Windows,Intel HD Graphics 620,1.05,2,488224.00,
Dell,Inspiron 7570,Intel Core i7 8550U 1.8GHz,8GB,512GB SSD,"15.6""",Windows,Nvidia GeForce 940MX,2.16,2,368504.00,
Dell,Vostro 3568,Intel Core i3 7100U 2.4GHz,4GB,1TB HDD,"15.6""",Windows,Intel HD Graphics 620,2.18,2,171112.00,
HP,ProBook 430,Intel Core i5 8250U 1.6GHz,4GB,128GB SSD,"13.3""",Windows,Intel UHD Graphics 620,1.49,2,211992.00,
Chuwi,"Lapbook 15,6",Intel Atom x5-Z8350 1.44GHz,4GB,64GB Flash Storage,"15.6""",Windows,Intel HD Graphics,1.89,2,72416.00,
Lenovo,ThinkPad E570,Intel Core i3 6006U 2.0GHz,4GB,128GB SSD,"15.6""",Windows,Intel HD Graphics 520,2.3,2,164980.00,
Lenovo,ThinkPad E480,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,"14.0""",Windows,Intel UHD Graphics 620,1.75,2,306308.00,
Dell,Precision 3520,Intel Core i7 6820HQ 2.7GHz,16GB,512GB SSD,"15.6""",Windows,Nvidia Quadro M620,2.17,2,682696.00,
Dell,XPS 15,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,"15.6""",Windows,Nvidia GeForce GTX 1050,2.06,2,554508.00,
Lenovo,Thinkpad X270,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,"12.5""",Windows,Intel HD Graphics 620,1.36,2,525016.00,
Asus,Zenbook UX390UA,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,"12.5""",Windows,Intel HD Graphics 620,0.91,2,569400.00,
Lenovo,Thinkpad E570,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,"15.6""",Windows,Nvidia GeForce 940MX,2.3,2,295212.00,
Toshiba,Portege X30-D-10L,Intel Core i7 7500U 2.7GHz,32GB,512GB SSD,"13.3""",Windows,Intel HD Graphics 620,1.05,2,817308.00,
Asus,VivoBook Pro,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,"15.6""",Windows,Nvidia GeForce GTX 1050,1.99,2,394200.00,
Acer,Aspire 5,AMD A10-Series 9620P 2.5GHz,8GB,1TB HDD,"15.6""",Windows,AMD Radeon RX 540,2.2,2,169068.00,
Asus,Rog G752VL-UH71T,Intel Core i7 6700HQ 2.6GHz,24GB,256GB SSD +  1TB HDD,"17.3""",Windows,Nvidia GeForce GTX 965M,4.33,1,370548.00,
Lenovo,Thinkpad X260,Intel Core i5 6200U 2.3GHz,8GB,1GB SSD,"12.5""",Windows,Intel HD Graphics 520,1.3,1,320908.00,
Lenovo,Ideapad 520-15IKBR,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,"15.6""",Windows,Intel UHD Graphics 620,2.17,1,262216.00,
HP,EliteBook 840,Intel Core i7 7600U 2.8GHz,8GB,1TB SSD,"14.0""",Windows,Intel HD Graphics 620,1.48,1,510708.00,
Lenovo,ThinkPad 13,Intel Core i3 7100U 2.4GHz,8GB,256GB SSD,"13.3""",Windows,Intel HD Graphics 620,1.4,2,277108.00,
Lenovo,ThinkPad L570,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,"15.6""",Windows,Intel HD Graphics 620,2.3,2,266012.00,
Asus,VivoBook E201NA,Intel Celeron Dual Core N3350 1.1GHz,4GB,64GB Flash Storage,"11.6""",Windows,Intel HD Graphics 500,1.2,2,99280.00,
HP,15-BS026nv (i5-7200U/8GB/256GB/Radeon,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,"15.6""",Windows,AMD Radeon 520,1.91,2,180456.00,
Lenovo,Yoga 920-13IKB,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,"13.9""",Windows,Intel UHD Graphics 620,1.4,2,466908.00,
Lenovo,IdeaPad 320-14IAP,Intel Celeron Dual Core N3350 1.1GHz,4GB,500GB HDD,"14.0""",Windows,Intel HD Graphics 500,2.1,2,87308.00,
Lenovo,Chromebook N23,Intel Celeron Dual Core N3060 1.6GHz,4GB,16GB SSD,"11.6""",Chrome OS,Intel HD Graphics 400,1.25,2,77380.00,
Lenovo,ThinkPad 13,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,"13.3""",Windows,Intel HD Graphics 620,1.44,2,277108.00,
Asus,ZenBook UX510UX-CN211T,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD +  1TB HDD,"15.6""",Windows,Intel HD Graphics 620,2,2,357408.00,
Acer,Aspire A515-51G-59QF,Intel Core i5 8250U 1.6GHz,4GB,1TB HDD,"15.6""",Windows,Nvidia GeForce MX150,2.2,3,178996.00,
HP,Envy 13-AB002nv,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,"13.3""",Windows,Intel HD Graphics 620,1.34,2,386316.00,
Lenovo,Legion Y520-15IKBN,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD +  1TB HDD,"15.6""",No OS,Nvidia GeForce GTX 1060,2.4,2,335508.00,
Dell,XPS 13,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,"13.3""",Windows,Intel HD Graphics 620,1.29,2,262508.00,
Acer,Aspire A515-51G,Intel Core i7 7500U 2.7GHz,4GB,500GB HDD,"15.6""",Windows,Nvidia GeForce 940MX,2.2,2,186588.00,
Dell,Vostro 5568,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,"15.6""",Windows,Intel HD Graphics 620,2.18,2,244112.00,
Dell,Inspiron 5570,Intel Core i7 8550U 1.8GHz,16GB,256GB SSD +  2TB HDD,"15.6""",Windows,AMD Radeon 530,2.2,2,355948.00,
Xiaomi,Mi Notebook,Intel Core i7 8550U 1.8GHz,16GB,256GB SSD,"15.6""",No OS,Nvidia GeForce MX150,1.95,0,408508.00,
Asus,VivoBook E12,Intel Celeron Dual Core N3350 1.1GHz,2GB,32GB Flash Storage,"11.6""",Windows,Intel HD Graphics 500,1.1,2,71540.00,
HP,15-bs190od (i5-8250U/4GB/1TB/W10),Intel Core i5 8250U 1.6GHz,4GB,1TB HDD,"15.6""",Windows,Intel UHD Graphics 620,2.04,3,152132.00,
Asus,ROG Zephyrus,Intel Core i7 7700HQ 2.8GHz,24GB,512GB SSD,"15.6""",Windows,Nvidia GeForce GTX1080,2.24,1,866656.00,
HP,Probook 450,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,"15.6""",Windows,Nvidia GeForce 930MX,2.04,2,259588.00,
Asus,FX753VE-GC155T (i7-7700HQ/16GB/1TB,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,"17.3""",Windows,Nvidia GeForce GTX1050 Ti,3,3,439168.00,
Lenovo,Legion Y720-15IKB,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD +  1TB HDD,"15.6""",Windows,Nvidia GeForce GTX 1060,3.2,2,408508.00,
HP,Spectre X360,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,"13.3""",Windows,Intel HD Graphics 620,1.32,3,408508.00,
Dell,Latitude 5480,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,"14.0""",Windows,Intel HD Graphics 620,1.64,2,373468.00,
HP,ProBook 440,Intel Core i3 6006U 2GHz,4GB,128GB SSD,"15.6""",Windows,Intel HD Graphics 520,1.63,2,201188.00,
Dell,Inspiron 5770,Intel Core i5 8250U 1.6GHz,8GB,128GB SSD +  1TB HDD,"17.3""",Linux,AMD Radeon 530,2.8,2,259588.00,
Lenovo,ThinkPad L470,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,"14.0""",Windows,Intel HD Graphics 520,2.02,2,391280.00,
Lenovo,IdeaPad 320-15IKB,Intel Core i7 7500U 2.7GHz,4GB,1TB HDD,"15.6""",Windows,Nvidia GeForce 920MX,2.2,2,233308.00,
Lenovo,IdeaPad 320-15ISK,Intel Core i3 6006U 2GHz,8GB,2TB HDD,"15.6""",No OS,Nvidia GeForce 920MX ,2.2,2,134028.00,
Dell,Inspiron 3567,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,"15.6""",Windows,AMD Radeon R5 M430,2.3,1,170820.00,
Dell,Latitude 5580,Intel Core i5 7440HQ 2.8GHz,8GB,256GB SSD,"15.6""",Windows,Intel HD Graphics 620,1.9,1,402084.00,
Dell,Alienware 17,Intel Core i7 7700HQ 2.8GHz,16GB,128GB SSD +  1TB HDD,"17.3""",Windows,Nvidia GeForce GTX 1070,4.42,1,879504.00,
Toshiba,Satellite Pro,Intel Core i5 7200U 2.5GHz,8GB,500GB HDD,"15.6""",Windows,Intel HD Graphics 620,2,1,251120.00,
