Model,Brand,Processor,RAM,Storage Capacity,Display Size,OS,GPU,Weight,Warranty,Price
Rog Strix,Asus,AMD Ryzen 1700 3GHz,16GB,256GB SSD +  1TB HDD,"17.3""",Windows,AMD Radeon RX 580,3.25,2,#REF!
IdeaPad 110-17ACL,Lenovo,AMD A8-Series 7410 2.2GHz,4GB,128GB SSD,"17.3""",Windows,AMD Radeon R5,2.6,2,#REF!
Inspiron 5379,Dell,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,"13.3""",Windows,Intel UHD Graphics 620,1.62,2,#REF!
15-bw003nv (A9-Series-9420/4GB/256GB/FHD/W10),HP,AMD A9-Series 9420 3GHz,4GB,256GB SSD,"15.6""",Windows,AMD Radeon R5,1.91,2,#REF!
Yoga 11e,Lenovo,Intel Celeron Quad Core N3450 1.1GHz,4GB,128GB SSD,"11.6""",Windows,Intel HD Graphics 500,1.59,2,#REF!
Inspiron 3552,Dell,Intel Celeron Dual Core N3060 1.60GHz,4GB,500GB HDD,"15.6""",Windows,Intel HD Graphics 400,1.8,2,#REF!
VivoBook E403NA,Asus,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,"14.0""",Windows,Intel HD Graphics 500,1.5,2,#REF!
Aspire 7,Acer,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,"15.6""",Linux,Nvidia GeForce GTX 1050,2.4,2,#REF!
Omen 17-w212nv,HP,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,"17.3""",Windows,Nvidia GeForce GTX 1050,3.35,2,#REF!
V310-15ISK (i3-6006U/4GB/128GB/FHD/No,Lenovo,Intel Core i3 6006U 2GHz,4GB,128GB SSD,"15.6""",No OS,Intel HD Graphics 520,1.85,1,#REF!
ROG Strix,Asus,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,"15.6""",Windows,Nvidia GeForce GTX 1060,2.3,1,#REF!
IdeaPad 720S-14IKB,Lenovo,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,"14.0""",Windows,Nvidia GeForce 940MX,1.5,1,#REF!
Zenbook Flip,Asus,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,"13.3""",Windows,Intel HD Graphics 620,1.1,1,#REF!
Thinkpad X1,Lenovo,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,"14.0""",Windows,Intel HD Graphics 620,1.13,2,#REF!
Ideapad 510S-13IKB,Lenovo,Intel Core i3 7100U 2.4GHz,4GB,128GB SSD,"13.3""",Windows,Intel HD Graphics 620,1.5,2,#REF!
Precision 3510,Dell,Intel Core i5 6440HQ 2.6GHz,8GB,500GB HDD,"15.6""",Windows,AMD FirePro W5130M,2.23,2,#REF!
Precision 5520,Dell,Intel Core i7 6820HQ 2.7GHz,8GB,256GB SSD,"15.6""",Windows,Nvidia Quadro M1200,2,2,#REF!
ThinkPad X1,Lenovo,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,"14.0""",Windows,Intel HD Graphics 620,1.42,2,#REF!
Rog GL753VD-GC042T,Asus,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,"17.3""",Windows,Nvidia GeForce GTX 1050,3,2,#REF!
Rog GL753VE-GC070T,Asus,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,"17.3""",Windows,Nvidia GeForce GTX 1050 Ti,3,2,#REF!
Aspire 5,Acer,Intel Core i5 8250U 1.6GHz,12GB,1TB HDD,"15.6""",Windows,Nvidia GeForce MX130,2.2,2,#REF!
Leopard GP72M,MSI,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,"17.3""",Windows,Nvidia GeForce GTX 1050 Ti,2.7,2,#REF!
Inspiron 5567,Dell,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,"15.6""",Linux,AMD Radeon R7 M445,2.33,3,#REF!
15-BW004nv (A9-9420/4GB/256GB/Radeon,HP,AMD A9-Series 9420 3GHz,4GB,256GB SSD,"15.6""",Windows,AMD Radeon 520,1.91,2,#REF!
ThinkPad E580,Lenovo,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,"15.6""",Windows,AMD Radeon RX 550,2.1,2,#REF!
ThinkPad L470,Lenovo,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,"14.0""",Windows,Intel HD Graphics 620,1.9,2,#REF!
Precision M5520,Dell,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,"15.6""",Windows,Nvidia Quadro M1200,1.78,2,#REF!
Thinkpad X1,Lenovo,Intel Core i7 7500U 2.7GHz,16GB,1TB SSD,"14.0""",Windows,Intel HD Graphics 620,1.13,2,#REF!
IdeaPad 320-15IAP,Lenovo,Intel Celeron Dual Core N3350 1.1GHz,4GB,1TB HDD,"15.6""",Windows,Intel HD Graphics 500,2.2,2,#REF!
FX753VD-GC461T (i7-7700HQ/16GB/1TB,Asus,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,"17.3""",Windows,Nvidia GeForce GTX 1050,2.9,0,#REF!
ThinkPad E580,Lenovo,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD +  1TB HDD,"15.6""",Windows,AMD Radeon RX 550,2.1,2,#REF!
Aspire 7,Acer,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,"15.6""",Linux,Nvidia GeForce GTX 1050,2.5,3,#REF!
GE73VR 7RF,MSI,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,"17.3""",Windows,Nvidia GeForce GTX 1070,2.8,1,#REF!
Zenbook 3,Asus,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,"14.0""",Windows,Intel HD Graphics 620,1.1,2,#REF!
Portege Z30-C-16P,Toshiba,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD,"13.3""",Windows,Intel HD Graphics 520,1.2,3,#REF!
Latitude 7480,Dell,Intel Core i7 7600U 2.8GHz,8GB,512GB SSD,"14.0""",Windows,Intel HD Graphics,1.36,2,#REF!
IdeaPad 320-15ISK,Lenovo,Intel Core i3 6006U 2GHz,4GB,500GB HDD,"15.6""",Windows,Intel HD Graphics 520,2.2,3,#REF!
Lenovo IdeaPad,Lenovo,Intel Celeron Dual Core N3350 1.1GHz,2GB,32GB Flash Storage,"11.6""",Windows,Intel HD Graphics 500,1.15,2,#REF!
ThinkPad P51,Lenovo,Intel Core i7 7700HQ 2.8GHz,8GB,512GB SSD,"15.6""",Windows,Nvidia Quadro M1200,2.67,2,#REF!
Thinkpad T470p,Lenovo,Intel Core i7 7700HQ 2.8GHz,8GB,512GB SSD,"14.0""",Windows,Nvidia GeForce GT 940MX,1.7,2,#REF!
15-BS028nv (i3-6006U/4GB/1TB/Radeon,HP,Intel Core i3 6006U 2GHz,4GB,1TB HDD,"15.6""",Windows,AMD Radeon 520,2.1,2,#REF!
Aspire R7,Acer,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,"13.3""",Windows,Intel HD Graphics 520,1.6,2,#REF!
ZenBook Flip,Asus,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,"13.3""",Windows,Intel HD Graphics 620,1.27,2,#REF!
Inspiron 3567,Dell,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,"15.6""",Linux,AMD Radeon R5 M430,2.3,1,#REF!
Latitude 3380,Dell,Intel Core i3 6006U 2GHz,4GB,128GB SSD,"13.3""",Windows,Intel HD Graphics 520,1.65,1,#REF!
EliteBook 1040,HP,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,"14.0""",Windows,Intel HD Graphics 520,1.43,1,#REF!
Inspiron 3567,Dell,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,"15.6""",Windows,Intel HD Graphics 620,2.14,1,#REF!
ThinkPad E480,Lenovo,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,"14.0""",Windows,AMD Radeon RX 550,1.75,3,#REF!
Yoga 720-15IKB,Lenovo,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,"15.6""",Windows,Nvidia GeForce GTX 1050,2,2,#REF!
LapBook 12.3,Chuwi,Intel Celeron Quad Core N3450 1.1GHz,6GB,64GB Flash Storage,"12.3""",Windows,Intel HD Graphics 500,1.4,1,#REF!
ProBook 650,HP,Intel Core i7 7820HQ 2.9GHz,8GB,256GB SSD,"15.6""",Windows,Intel HD Graphics 630,2.31,1,#REF!
X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce,Asus,Intel Core i3 7100U 2.4GHz,8GB,1TB HDD,"15.6""",Linux,Nvidia GeForce 940MX,2.3,1,#REF!
Alienware 17,Dell,Intel Core i7 7820HK 2.9GHz,16GB,256GB SSD +  1TB HDD,"17.3""",Windows,Nvidia GeForce GTX 1070,4.42,2,#REF!
Inspiron 7577,Dell,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,"15.6""",Windows,Nvidia GeForce GTX 1050 Ti,2.62,3,#REF!
Inspiron 5570,Dell,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD +  2TB HDD,"15.6""",Windows,AMD Radeon 530,2.02,3,#REF!
Latitude 5480,Dell,Intel Core i7 7600U 2.8GHz,8GB,256GB SSD,"14.0""",Linux,Intel HD Graphics 620,1.6,3,#REF!
Omen 17-w207nv,HP,Intel Core i7 7700HQ 2.8GHz,12GB,256GB SSD +  1TB HDD,"17.3""",Windows,Nvidia GeForce GTX 1070,3.35,3,#REF!
FlexBook Edge,Mediacom,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB SSD,"11.6""",Windows,Intel HD Graphics 500,1.16,2,#REF!
Chromebook 3,Samsung,Intel Celeron Dual Core N3060 1.6GHz,4GB,16GB Flash Storage,"11.6""",Chrome OS,Intel HD Graphics 400,1.15,3,#REF!
Thinkpad 13,Lenovo,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,"13.3""",Windows,Intel HD Graphics 620,1.4,1,#REF!
IdeaPad 320s-14IKB,Lenovo,Intel Core i3 7130U 2.7GHz,4GB,128GB SSD,"14.0""",Windows,Intel HD Graphics 620,1.7,2,#REF!
Thinkpad T570,Lenovo,Intel Core i7 7600U 2.8GHz,16GB,512GB SSD,"15.6""",Windows,Nvidia GeForce 940MX,2.3,2,#REF!
Thinkpad P51,Lenovo,Intel Core i7 7820HQ 2.9GHz,16GB,512GB SSD,"15.6""",Windows,Nvidia Quadro M2200M,2.5,2,#REF!
Rog Strix,Asus,AMD Ryzen 1600 3.2GHz,8GB,256GB SSD +  1TB HDD,"17.3""",Windows,AMD Radeon RX 580,3.2,2,#REF!
15-ra044nv (N3060/4GB/500GB/W10),HP,Intel Celeron Dual Core N3060 1.6GHz,4GB,500GB HDD,"15.6""",Windows,Intel HD Graphics 400,2.1,2,#REF!
Pixelbook (Core,Google,Intel Core i7 7Y75 1.3GHz,16GB,512GB SSD,"12.3""",Chrome OS,Intel HD Graphics 615,1.1,2,#REF!
ThinkPad T470s,Lenovo,Intel Core i7 7500U 2.7GHz,24GB,512GB SSD,"14.0""",Windows,Intel HD Graphics 620,1.32,2,#REF!
VivoBook Max,Asus,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,"15.6""",Linux,Intel HD Graphics 620,2,2,#REF!
IdeaPad 320-15AST,Lenovo,AMD A6-Series 9220 2.5GHz,8GB,1TB HDD,"17.3""",Windows,AMD Radeon R4,2.8,2,#REF!
Inspiron 5570,Dell,Intel Core i5 8250U 1.6GHz,4GB,256GB SSD,"15.6""",Windows,AMD Radeon 530,2.2,2,#REF!
ThinkPad X270,Lenovo,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,"12.5""",Windows,Intel HD Graphics 620,1.36,2,#REF!
IdeaPad 320-15IAP,Lenovo,Intel Pentium Quad Core N4200 1.1GHz,4GB,128GB SSD,"15.6""",Windows,Intel HD Graphics 505,2.2,3,#REF!
Omen 15-AX205na,HP,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,"15.6""",Windows,Nvidia GeForce GTX 1050,2.2,2,#REF!
Latitude 5480,Dell,Intel Core i5 7440HQ 2.8GHz,8GB,256GB SSD,"14.0""",Windows,Nvidia GeForce 930MX,1.64,2,#REF!
Aspire ES1-572,Acer,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,"15.6""",Linux,Intel HD Graphics 620,2.4,2,#REF!
Precision 3520,Dell,Intel Xeon E3-1505M V6 3GHz,8GB,64GB Flash Storage +  1TB HDD,"15.6""",Windows,Nvidia Quadro M620,2.23,2,#REF!
GV62 7RD-1686NL,MSI,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,"15.6""",Windows,Nvidia GeForce GTX 1050,2.2,2,#REF!
Surface Laptop,Microsoft,Intel Core i7 7660U 2.5GHz,16GB,512GB SSD,"13.5""",Windows,Intel Iris Plus Graphics 640,1.25,2,#REF!
15-bs024nv (i5-7200U/8GB/128GB/W10),HP,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,"15.6""",Windows,Intel HD Graphics 620,1.91,2,#REF!
Precision 3520,Dell,Intel Core i7 6820HQ 2.7GHz,16GB,256GB SSD,"15.6""",Windows,Nvidia Quadro M620,2.17,3,#REF!
ProBook 650,HP,Intel Core i7 7820HQ 2.9GHz,8GB,512GB SSD,"15.6""",Windows,Intel HD Graphics 620,2.31,2,#REF!
ThinkPad T470,Lenovo,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,"14.0""",Windows,Intel HD Graphics 620,1.65,2,#REF!
Inspiron 5570,Dell,Intel Core i7 8550U 1.8GHz,8GB,128GB SSD +  1TB HDD,"15.6""",Windows,AMD Radeon 530,2.36,2,#REF!
Inspiron 3168,Dell,Intel Pentium Quad Core N3710 1.6GHz,4GB,500GB HDD,"11.6""",Windows,Intel HD Graphics 405,1.47,2,#REF!
Alienware 17,Dell,Intel Core i7 7700HQ 2.7GHz,8GB,1TB HDD,"17.3""",Windows,Nvidia GeForce GTX 1060,4.42,2,#REF!
Surface Laptop,Microsoft,Intel Core M m3-7Y30 2.2GHz,4GB,128GB SSD,"13.5""",Windows,Intel HD Graphics 615,1.25,2,#REF!
Surface Laptop,Microsoft,Intel Core i7 7660U 2.5GHz,8GB,256GB SSD,"13.5""",Windows,Intel Iris Plus Graphics 640,1.25,2,#REF!
17-BS092ND (i3-6006U/8GB/256GB/W10),HP,Intel Core i3 6006U 2GHz,8GB,256GB SSD,"17.3""",Windows,Intel HD Graphics 520,2.5,3,#REF!
Aspire E5-576G,Acer,Intel Core i3 6006U 2GHz,4GB,1TB HDD,"15.6""",Windows,Nvidia GeForce 940MX,2.23,2,#REF!
TravelMate B,Acer,Intel Celeron Dual Core N3060 1.6GHz,4GB,128GB SSD,"11.6""",Windows,Intel HD Graphics 400,1.4,2,#REF!
Pro P2540UA-AB51,Asus,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,"15.6""",Windows,Intel HD Graphics 620,2.37,2,#REF!
IdeaPad 510s-14IKB,Lenovo,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,"14.0""",No OS,AMD Radeon R7 M460,1.5,2,#REF!
Thinkpad P51,Lenovo,Intel Core i7 7820HQ 2.9GHz,8GB,256GB SSD,"15.6""",Windows,Nvidia Quadro M2200M,2.67,2,#REF!
X541NA-PD1003Y (N4200/4GB/500GB/W10),Asus,Intel Pentium Quad Core N4200 1.1GHz,4GB,500GB HDD,"15.6""",Windows,Intel HD Graphics 500,2,2,#REF!
Aspire 5,Acer,Intel Core i3 6006U 2GHz,4GB,500GB HDD,"15.6""",Windows,Nvidia GeForce GTX 940MX,2.2,2,#REF!
Inspiron 5570,Dell,Intel Core i5 8250U 1.6GHz,8GB,2TB HDD,"15.6""",Windows,AMD Radeon 530,2.02,2,#REF!
Omen 17-an006nv,HP,Intel Core i7 7700HQ 2.8GHz,12GB,1TB HDD,"17.3""",Windows,Nvidia GeForce GTX 1060,3.78,2,#REF!
Thinkpad T460s,Lenovo,Intel Core i7 6600U 2.6GHz,12GB,256GB SSD,"14.0""",Windows,Intel HD Graphics 520,1.4,2,#REF!
Spectre x360,HP,Intel Core i7 8550U 1.8GHz,8GB,512GB SSD,"13.3""",Windows,Intel UHD Graphics 620,1.29,3,#REF!
ZBook 15u,HP,Intel Core i5 7200U 2.5GHz,8GB,500GB HDD,"15.6""",Windows,AMD FirePro W4190M ,1.9,2,#REF!
Pixelbook (Core,Google,Intel Core i5 7Y57 1.2GHz,8GB,128GB SSD,"12.3""",Chrome OS,Intel HD Graphics 615,1.1,2,#REF!
Latitude 7390,Dell,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,"13.3""",Windows,Intel UHD Graphics 620,1.42,2,#REF!
ZenBook Pro,Asus,Intel Core i7 6700HQ 2.6GHz,12GB,128GB SSD +  1TB HDD,"15.6""",Windows,Intel HD Graphics 530,2.06,2,#REF!
Latitude E5470,Dell,Intel Core i3 6100U 2.3GHz,8GB,128GB SSD,"14.0""",Windows,Intel HD Graphics 520,1.79,2,#REF!
Precision M5520,Dell,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,"15.6""",Windows,Nvidia Quadro M1200,1.78,2,#REF!
Thinkpad T470,Lenovo,Intel Core i5 7200U 2.5GHz,8GB,1GB SSD,"14.0""",Windows,Intel HD Graphics 620,1.7,2,#REF!
Inspiron 3576,Dell,Intel Core i5 8250U 1.6GHz,8GB,1TB HDD,"15.6""",Windows,AMD Radeon 520,2.2,2,#REF!
Portege X30-D-10J,Toshiba,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,"13.3""",Windows,Intel HD Graphics 620,1.05,2,#REF!
Inspiron 7570,Dell,Intel Core i7 8550U 1.8GHz,8GB,512GB SSD,"15.6""",Windows,Nvidia GeForce 940MX,2.16,2,#REF!
Vostro 3568,Dell,Intel Core i3 7100U 2.4GHz,4GB,1TB HDD,"15.6""",Windows,Intel HD Graphics 620,2.18,2,#REF!
ProBook 430,HP,Intel Core i5 8250U 1.6GHz,4GB,128GB SSD,"13.3""",Windows,Intel UHD Graphics 620,1.49,2,#REF!
"Lapbook 15,6",Chuwi,Intel Atom x5-Z8350 1.44GHz,4GB,64GB Flash Storage,"15.6""",Windows,Intel HD Graphics,1.89,2,#REF!
ThinkPad E570,Lenovo,Intel Core i3 6006U 2.0GHz,4GB,128GB SSD,"15.6""",Windows,Intel HD Graphics 520,2.3,2,#REF!
ThinkPad E480,Lenovo,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,"14.0""",Windows,Intel UHD Graphics 620,1.75,2,#REF!
Precision 3520,Dell,Intel Core i7 6820HQ 2.7GHz,16GB,512GB SSD,"15.6""",Windows,Nvidia Quadro M620,2.17,2,#REF!
XPS 15,Dell,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,"15.6""",Windows,Nvidia GeForce GTX 1050,2.06,2,#REF!
Thinkpad X270,Lenovo,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,"12.5""",Windows,Intel HD Graphics 620,1.36,2,#REF!
Zenbook UX390UA,Asus,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,"12.5""",Windows,Intel HD Graphics 620,0.91,2,#REF!
Thinkpad E570,Lenovo,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,"15.6""",Windows,Nvidia GeForce 940MX,2.3,2,#REF!
Portege X30-D-10L,Toshiba,Intel Core i7 7500U 2.7GHz,32GB,512GB SSD,"13.3""",Windows,Intel HD Graphics 620,1.05,2,#REF!
VivoBook Pro,Asus,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,"15.6""",Windows,Nvidia GeForce GTX 1050,1.99,2,#REF!
Aspire 5,Acer,AMD A10-Series 9620P 2.5GHz,8GB,1TB HDD,"15.6""",Windows,AMD Radeon RX 540,2.2,2,#REF!
Rog G752VL-UH71T,Asus,Intel Core i7 6700HQ 2.6GHz,24GB,256GB SSD +  1TB HDD,"17.3""",Windows,Nvidia GeForce GTX 965M,4.33,1,#REF!
Thinkpad X260,Lenovo,Intel Core i5 6200U 2.3GHz,8GB,1GB SSD,"12.5""",Windows,Intel HD Graphics 520,1.3,1,#REF!
Ideapad 520-15IKBR,Lenovo,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,"15.6""",Windows,Intel UHD Graphics 620,2.17,1,#REF!
EliteBook 840,HP,Intel Core i7 7600U 2.8GHz,8GB,1TB SSD,"14.0""",Windows,Intel HD Graphics 620,1.48,1,#REF!
ThinkPad 13,Lenovo,Intel Core i3 7100U 2.4GHz,8GB,256GB SSD,"13.3""",Windows,Intel HD Graphics 620,1.4,2,#REF!
ThinkPad L570,Lenovo,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,"15.6""",Windows,Intel HD Graphics 620,2.3,2,#REF!
VivoBook E201NA,Asus,Intel Celeron Dual Core N3350 1.1GHz,4GB,64GB Flash Storage,"11.6""",Windows,Intel HD Graphics 500,1.2,2,#REF!
15-BS026nv (i5-7200U/8GB/256GB/Radeon,HP,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,"15.6""",Windows,AMD Radeon 520,1.91,2,#REF!
Yoga 920-13IKB,Lenovo,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,"13.9""",Windows,Intel UHD Graphics 620,1.4,2,#REF!
IdeaPad 320-14IAP,Lenovo,Intel Celeron Dual Core N3350 1.1GHz,4GB,500GB HDD,"14.0""",Windows,Intel HD Graphics 500,2.1,2,#REF!
Chromebook N23,Lenovo,Intel Celeron Dual Core N3060 1.6GHz,4GB,16GB SSD,"11.6""",Chrome OS,Intel HD Graphics 400,1.25,2,#REF!
ThinkPad 13,Lenovo,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,"13.3""",Windows,Intel HD Graphics 620,1.44,2,#REF!
ZenBook UX510UX-CN211T,Asus,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD +  1TB HDD,"15.6""",Windows,Intel HD Graphics 620,2,2,#REF!
Aspire A515-51G-59QF,Acer,Intel Core i5 8250U 1.6GHz,4GB,1TB HDD,"15.6""",Windows,Nvidia GeForce MX150,2.2,3,#REF!
Envy 13-AB002nv,HP,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,"13.3""",Windows,Intel HD Graphics 620,1.34,2,#REF!
Legion Y520-15IKBN,Lenovo,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD +  1TB HDD,"15.6""",No OS,Nvidia GeForce GTX 1060,2.4,2,#REF!
XPS 13,Dell,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,"13.3""",Windows,Intel HD Graphics 620,1.29,2,#REF!
Aspire A515-51G,Acer,Intel Core i7 7500U 2.7GHz,4GB,500GB HDD,"15.6""",Windows,Nvidia GeForce 940MX,2.2,2,#REF!
Vostro 5568,Dell,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,"15.6""",Windows,Intel HD Graphics 620,2.18,2,#REF!
Inspiron 5570,Dell,Intel Core i7 8550U 1.8GHz,16GB,256GB SSD +  2TB HDD,"15.6""",Windows,AMD Radeon 530,2.2,2,#REF!
Mi Notebook,Xiaomi,Intel Core i7 8550U 1.8GHz,16GB,256GB SSD,"15.6""",No OS,Nvidia GeForce MX150,1.95,0,#REF!
VivoBook E12,Asus,Intel Celeron Dual Core N3350 1.1GHz,2GB,32GB Flash Storage,"11.6""",Windows,Intel HD Graphics 500,1.1,2,#REF!
15-bs190od (i5-8250U/4GB/1TB/W10),HP,Intel Core i5 8250U 1.6GHz,4GB,1TB HDD,"15.6""",Windows,Intel UHD Graphics 620,2.04,3,#REF!
ROG Zephyrus,Asus,Intel Core i7 7700HQ 2.8GHz,24GB,512GB SSD,"15.6""",Windows,Nvidia GeForce GTX1080,2.24,1,#REF!
Probook 450,HP,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,"15.6""",Windows,Nvidia GeForce 930MX,2.04,2,#REF!
FX753VE-GC155T (i7-7700HQ/16GB/1TB,Asus,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,"17.3""",Windows,Nvidia GeForce GTX1050 Ti,3,3,#REF!
Legion Y720-15IKB,Lenovo,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD +  1TB HDD,"15.6""",Windows,Nvidia GeForce GTX 1060,3.2,2,#REF!
Spectre X360,HP,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,"13.3""",Windows,Intel HD Graphics 620,1.32,3,#REF!
Latitude 5480,Dell,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,"14.0""",Windows,Intel HD Graphics 620,1.64,2,#REF!
ProBook 440,HP,Intel Core i3 6006U 2GHz,4GB,128GB SSD,"15.6""",Windows,Intel HD Graphics 520,1.63,2,#REF!
Inspiron 5770,Dell,Intel Core i5 8250U 1.6GHz,8GB,128GB SSD +  1TB HDD,"17.3""",Linux,AMD Radeon 530,2.8,2,#REF!
ThinkPad L470,Lenovo,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,"14.0""",Windows,Intel HD Graphics 520,2.02,2,#REF!
IdeaPad 320-15IKB,Lenovo,Intel Core i7 7500U 2.7GHz,4GB,1TB HDD,"15.6""",Windows,Nvidia GeForce 920MX,2.2,2,#REF!
IdeaPad 320-15ISK,Lenovo,Intel Core i3 6006U 2GHz,8GB,2TB HDD,"15.6""",No OS,Nvidia GeForce 920MX ,2.2,2,#REF!
Inspiron 3567,Dell,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,"15.6""",Windows,AMD Radeon R5 M430,2.3,1,#REF!
Latitude 5580,Dell,Intel Core i5 7440HQ 2.8GHz,8GB,256GB SSD,"15.6""",Windows,Intel HD Graphics 620,1.9,1,#REF!
Alienware 17,Dell,Intel Core i7 7700HQ 2.8GHz,16GB,128GB SSD +  1TB HDD,"17.3""",Windows,Nvidia GeForce GTX 1070,4.42,1,#REF!
Satellite Pro,Toshiba,Intel Core i5 7200U 2.5GHz,8GB,500GB HDD,"15.6""",Windows,Intel HD Graphics 620,2,1,#REF!
Zenbook UX510UW-FI095T,Asus,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD +  1TB HDD,"15.6""",Windows,Nvidia GeForce GTX 960M,2,3,#REF!
SmartBook Edge,Mediacom,Intel Celeron Quad Core N3450 1.1GHz,4GB,32GB SSD,"13.3""",Windows,Intel HD Graphics 500,1.2,2,#REF!
ROG Strix,Asus,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD +  1TB HDD,"15.6""",Windows,Nvidia GeForce GTX 1060,2.3,1,#REF!
Latitude 5580,Dell,Intel Core i7 7600U 2.8GHz,8GB,256GB SSD,"15.6""",Windows,Nvidia GeForce 930MX,1.93,1,#REF!
Inspiron 5570,Dell,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,"15.6""",Windows,AMD Radeon 530,2.2,1,#REF!
250 G6,HP,Intel Pentium Quad Core N3710 1.6GHz,4GB,256GB SSD,"15.6""",Windows,Intel HD Graphics 405,1.86,2,#REF!
Omen 15-ce006nv,HP,Intel Core i7 7700HQ 2.8GHz,12GB,1TB HDD,"17.3""",Windows,Nvidia GeForce GTX 1060,2.62,3,#REF!
Thinkpad E470,Lenovo,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,"14.0""",Windows,Nvidia GeForce 940MX,1.87,3,#REF!
XPS 13,Dell,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,"13.3""",Windows,Intel UHD Graphics 620,1.2,3,#REF!
Vostro 5468,Dell,Intel Core i3 6006U 2GHz,4GB,128GB SSD,"14.0""",Windows,Intel HD Graphics 520,1.6,3,#REF!
Envy 13-AB020nr,HP,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,"13.3""",Windows,Intel HD Graphics 620,1.34,2,#REF!
